CUSIP,Announce Date,High Discount Rate,Auction Date,High Equiv Yield,Issue Date,Price at High Rate,Dated Date,Med/Avg Discount Rate,Maturity Date,Med/Avg Equiv Yield,Low Discount Rate,Price at Med/Avg Rate,Low Equiv Yield,Allocation % at High Rate,Price at Low Rate
912795YK1,2006-06-15,5.055,2006-06-19,5.26,2006-06-22,97.444417,N/A,5.03,2006-12-21,0.0,5.0,0.000000,0.0,19.61,0.000000
912795XW6,2006-06-15,4.83,2006-06-19,4.958,2006-06-22,98.779083,N/A,4.82,2006-09-21,0.0,4.8,0.000000,0.0,61.92,0.000000
912795XM8,2006-06-19,4.6,2006-06-20,4.681,2006-06-22,99.642222,N/A,4.585,2006-07-20,0.0,4.56,0.000000,0.0,0.14,0.000000
912795YJ4,2006-06-08,4.925,2006-06-12,5.121,2006-06-15,97.510139,N/A,4.905,2006-12-14,0.0,4.88,0.000000,0.0,12.13,0.000000
912795XV8,2006-06-08,4.8,2006-06-12,4.926,2006-06-15,98.786667,N/A,4.78,2006-09-14,0.0,4.76,0.000000,0.0,97.33,0.000000
912795XL0,2006-06-12,4.645,2006-06-13,4.727,2006-06-15,99.638722,N/A,4.63,2006-07-13,0.0,4.62,0.000000,0.0,36.75,0.000000
912795YH8,2006-06-01,4.815,2006-06-05,5.004,2006-06-08,97.565750,N/A,4.8,2006-12-07,0.0,4.79,0.000000,0.0,25.72,0.000000
912795XU0,2006-06-01,4.71,2006-06-05,4.833,2006-06-08,98.809417,N/A,4.7,2006-09-07,0.0,4.685,0.000000,0.0,12.73,0.000000
912795XK2,2006-06-05,4.7,2006-06-06,4.783,2006-06-08,99.634444,N/A,4.675,2006-07-06,0.0,4.655,0.000000,0.0,39.92,0.000000
912795XG1,2006-06-02,4.875,2006-06-05,4.949,2006-06-06,99.878125,N/A,4.86,2006-06-15,0.0,4.615,0.000000,0.0,55.71,0.000000
912795XG1,2006-05-26,4.87,2006-05-30,4.946,2006-06-02,99.824139,N/A,4.845,2006-06-15,0.0,4.81,0.000000,0.0,20.11,0.000000
912795YG0,2006-05-25,4.84,2006-05-30,5.03,2006-06-01,97.553111,N/A,4.82,2006-11-30,0.0,4.81,0.000000,0.0,71.59,0.000000
912795XT3,2006-05-25,4.72,2006-05-30,4.843,2006-06-01,98.806889,N/A,4.715,2006-08-31,0.0,4.7,0.000000,0.0,91.91,0.000000
912795XJ5,2006-05-30,4.645,2006-05-31,4.727,2006-06-01,99.638722,N/A,4.62,2006-06-29,0.0,4.6,0.000000,0.0,30.19,0.000000
912795YF2,2006-05-18,4.81,2006-05-22,4.999,2006-05-25,97.554917,N/A,4.8,2006-11-24,0.0,4.79,0.000000,0.0,80.94,0.000000
912795XS5,2006-05-18,4.705,2006-05-22,4.828,2006-05-25,98.810681,N/A,4.695,2006-08-24,0.0,4.69,0.000000,0.0,26.22,0.000000
912795XH9,2006-05-22,4.655,2006-05-23,4.737,2006-05-25,99.637944,N/A,4.635,2006-06-22,0.0,4.62,0.000000,0.0,54.86,0.000000
912795YE5,2006-05-11,4.82,2006-05-15,5.009,2006-05-18,97.563222,N/A,4.805,2006-11-16,0.0,4.8,0.000000,0.0,10.32,0.000000
912795XR7,2006-05-11,4.74,2006-05-15,4.864,2006-05-18,98.801833,N/A,4.725,2006-08-17,0.0,4.71,0.000000,0.0,34.93,0.000000
912795XG1,2006-05-15,4.66,2006-05-16,4.742,2006-05-18,99.637556,N/A,4.65,2006-06-15,0.0,4.6,0.000000,0.0,25.93,0.000000
912795YD7,2006-05-04,4.83,2006-05-08,5.02,2006-05-11,97.558167,N/A,4.81,2006-11-09,0.0,4.8,0.000000,0.0,94.16,0.000000
912795XQ9,2006-05-04,4.74,2006-05-08,4.864,2006-05-11,98.801833,N/A,4.72,2006-08-10,0.0,4.71,0.000000,0.0,84.94,0.000000
912795XF3,2006-05-08,4.62,2006-05-09,4.701,2006-05-11,99.640667,N/A,4.61,2006-06-08,0.0,4.6,0.000000,0.0,64.09,0.000000
912795YC9,2006-04-27,4.78,2006-05-01,4.966,2006-05-04,97.583444,N/A,4.76,2006-11-02,0.0,4.745,0.000000,0.0,7.81,0.000000
912795XP1,2006-04-27,4.685,2006-05-01,4.807,2006-05-04,98.815736,N/A,4.67,2006-08-03,0.0,4.66,0.000000,0.0,51.48,0.000000
912795XE6,2006-05-01,4.575,2006-05-02,4.655,2006-05-04,99.644167,N/A,4.57,2006-06-01,0.0,4.55,0.000000,0.0,29.50,0.000000
912795YB1,2006-04-20,4.735,2006-04-24,4.919,2006-04-27,97.606194,N/A,4.725,2006-10-26,0.0,4.71,0.000000,0.0,82.52,0.000000
912795XN6,2006-04-20,4.635,2006-04-24,4.755,2006-04-27,98.828375,N/A,4.63,2006-07-27,0.0,4.61,0.000000,0.0,15.02,0.000000
912795XD8,2006-04-24,4.54,2006-04-25,4.619,2006-04-27,99.646889,N/A,4.53,2006-05-25,0.0,4.5,0.000000,0.0,4.35,0.000000
912795YA3,2006-04-13,4.75,2006-04-17,4.934,2006-04-20,97.598611,N/A,4.73,2006-10-19,0.0,4.71,0.000000,0.0,3.74,0.000000
912795XM8,2006-04-13,4.6,2006-04-17,4.719,2006-04-20,98.837222,N/A,4.585,2006-07-20,0.0,4.58,0.000000,0.0,45.67,0.000000
912795XC0,2006-04-17,4.46,2006-04-18,4.538,2006-04-20,99.653111,N/A,4.445,2006-05-18,0.0,4.43,0.000000,0.0,12.98,0.000000
912795XZ9,2006-04-06,4.7,2006-04-10,4.881,2006-04-13,97.623889,N/A,4.68,2006-10-12,0.0,4.665,0.000000,0.0,17.49,0.000000
912795XL0,2006-04-06,4.57,2006-04-10,4.688,2006-04-13,98.844806,N/A,4.555,2006-07-13,0.0,4.52,0.000000,0.0,12.74,0.000000
912795XB2,2006-04-10,4.54,2006-04-11,4.619,2006-04-13,99.646889,N/A,4.525,2006-05-11,0.0,4.5,0.000000,0.0,82.05,0.000000
912795TU5,2006-04-10,4.72,2006-04-12,4.788,2006-04-13,99.947556,N/A,4.7,2006-04-17,0.0,4.65,0.000000,0.0,99.56,0.000000
912795TU5,2006-04-03,4.685,2006-04-06,4.756,2006-04-07,99.869861,N/A,4.675,2006-04-17,0.0,4.65,0.000000,0.0,42.80,0.000000
912795XY2,2006-03-30,4.67,2006-04-03,4.849,2006-04-06,97.639056,N/A,4.65,2006-10-05,0.0,4.64,0.000000,0.0,66.93,0.000000
912795XK2,2006-03-30,4.535,2006-04-03,4.651,2006-04-06,98.853653,N/A,4.51,2006-07-06,0.0,4.5,0.000000,0.0,55.28,0.000000
912795XA4,2006-04-03,4.55,2006-04-04,4.63,2006-04-06,99.646111,N/A,4.545,2006-05-04,0.0,4.52,0.000000,0.0,63.70,0.000000
912795TU5,2006-04-03,4.675,2006-04-05,4.747,2006-04-06,99.857153,N/A,4.67,2006-04-17,0.0,4.6,0.000000,0.0,96.61,0.000000
912795TU5,2006-03-28,4.685,2006-03-30,4.759,2006-04-03,99.817806,N/A,4.67,2006-04-17,0.0,4.65,0.000000,0.0,60.79,0.000000
912795XX4,2006-03-23,4.6,2006-03-27,4.775,2006-03-30,97.674444,N/A,4.585,2006-09-28,0.0,4.57,0.000000,0.0,69.37,0.000000
912795XJ5,2006-03-23,4.495,2006-03-27,4.61,2006-03-30,98.863764,N/A,4.48,2006-06-29,0.0,4.45,0.000000,0.0,72.73,0.000000
912795WZ0,2006-03-27,4.63,2006-03-28,4.711,2006-03-30,99.639889,N/A,4.615,2006-04-27,0.0,4.59,0.000000,0.0,66.25,0.000000
912795XW6,2006-03-16,4.61,2006-03-20,4.786,2006-03-23,97.669389,N/A,4.6,2006-09-21,0.0,4.58,0.000000,0.0,56.30,0.000000
912795XH9,2006-03-16,4.545,2006-03-20,4.662,2006-03-23,98.851125,N/A,4.53,2006-06-22,0.0,4.505,0.000000,0.0,84.24,0.000000
912795WY3,2006-03-20,4.6,2006-03-21,4.681,2006-03-23,99.642222,N/A,4.57,2006-04-20,0.0,4.55,0.000000,0.0,63.57,0.000000
912795XV8,2006-03-09,4.645,2006-03-13,4.823,2006-03-16,97.651694,N/A,4.63,2006-09-14,0.0,4.61,0.000000,0.0,82.12,0.000000
912795XG1,2006-03-09,4.51,2006-03-13,4.625,2006-03-16,98.859972,N/A,4.5,2006-06-15,0.0,4.48,0.000000,0.0,63.27,0.000000
912795WX5,2006-03-13,4.395,2006-03-14,4.471,2006-03-16,99.658167,N/A,4.38,2006-04-13,0.0,4.35,0.000000,0.0,40.87,0.000000
912795TS0,2006-03-13,4.41,2006-03-14,4.472,2006-03-14,99.987750,N/A,4.38,2006-03-15,0.0,4.25,0.000000,0.0,10.00,0.000000
912795XU0,2006-03-02,4.6,2006-03-06,4.775,2006-03-09,97.674444,N/A,4.59,2006-09-07,0.0,4.57,0.000000,0.0,80.71,0.000000
912795XF3,2006-03-02,4.5,2006-03-06,4.615,2006-03-09,98.862500,N/A,4.49,2006-06-08,0.0,4.475,0.000000,0.0,10.52,0.000000
912795WW7,2006-03-06,4.38,2006-03-07,4.456,2006-03-09,99.659333,N/A,4.36,2006-04-06,0.0,4.33,0.000000,0.0,80.31,0.000000
912795TT8,2006-03-06,4.38,2006-03-07,4.444,2006-03-08,99.927000,N/A,4.37,2006-03-14,0.0,4.35,0.000000,0.0,76.31,0.000000
912795TS0,2006-02-28,4.445,2006-03-01,4.513,2006-03-03,99.851833,N/A,4.43,2006-03-15,0.0,4.42,0.000000,0.0,81.70,0.000000
912795XT3,2006-02-23,4.58,2006-02-27,4.754,2006-03-02,97.684556,N/A,4.565,2006-08-31,0.0,4.555,0.000000,0.0,56.59,0.000000
912795XE6,2006-02-23,4.51,2006-02-27,4.625,2006-03-02,98.859972,N/A,4.49,2006-06-01,0.0,4.47,0.000000,0.0,88.56,0.000000
912795WV9,2006-02-27,4.39,2006-02-28,4.466,2006-03-02,99.658556,N/A,4.38,2006-03-30,0.0,4.36,0.000000,0.0,77.73,0.000000
912795XS5,2006-02-16,4.545,2006-02-21,4.716,2006-02-23,97.702250,N/A,4.535,2006-08-24,0.0,4.51,0.000000,0.0,79.95,0.000000
912795XD8,2006-02-16,4.45,2006-02-21,4.563,2006-02-23,98.875139,N/A,4.435,2006-05-25,0.0,4.42,0.000000,0.0,98.01,0.000000
912795WU1,2006-02-21,4.35,2006-02-22,4.425,2006-02-23,99.661667,N/A,4.335,2006-03-23,0.0,4.31,0.000000,0.0,66.94,0.000000
912795XR7,2006-02-09,4.54,2006-02-13,4.711,2006-02-16,97.704778,N/A,4.53,2006-08-17,0.0,4.505,0.000000,0.0,39.65,0.000000
912795XC0,2006-02-09,4.44,2006-02-13,4.553,2006-02-16,98.877667,N/A,4.42,2006-05-18,0.0,4.4,0.000000,0.0,43.59,0.000000
912795WT4,2006-02-13,4.33,2006-02-14,4.405,2006-02-16,99.663222,N/A,4.32,2006-03-16,0.0,4.29,0.000000,0.0,30.86,0.000000
912795XQ9,2006-02-02,4.5,2006-02-06,4.669,2006-02-09,97.725000,N/A,4.48,2006-08-10,0.0,4.47,0.000000,0.0,33.35,0.000000
912795XB2,2006-02-02,4.375,2006-02-06,4.485,2006-02-09,98.894097,N/A,4.36,2006-05-11,0.0,4.35,0.000000,0.0,55.78,0.000000
912795WS6,2006-02-06,4.23,2006-02-07,4.303,2006-02-09,99.671000,N/A,4.2,2006-03-09,0.0,4.19,0.000000,0.0,86.66,0.000000
912795XP1,2006-01-26,4.435,2006-01-30,4.6,2006-02-02,97.757861,N/A,4.405,2006-08-03,0.0,4.38,0.000000,0.0,9.91,0.000000
912795XA4,2006-01-26,4.375,2006-01-30,4.485,2006-02-02,98.894097,N/A,4.35,2006-05-04,0.0,4.33,0.000000,0.0,8.90,0.000000
912795WR8,2006-01-30,4.29,2006-01-31,4.364,2006-02-02,99.666333,N/A,4.27,2006-03-02,0.0,4.24,0.000000,0.0,14.55,0.000000
912795XN6,2006-01-19,4.34,2006-01-23,4.499,2006-01-26,97.805889,N/A,4.32,2006-07-27,0.0,4.31,0.000000,0.0,15.19,0.000000
912795WZ0,2006-01-19,4.29,2006-01-23,4.397,2006-01-26,98.915583,N/A,4.27,2006-04-27,0.0,4.25,0.000000,0.0,13.06,0.000000
912795WQ0,2006-01-23,4.145,2006-01-24,4.216,2006-01-26,99.677611,N/A,4.08,2006-02-23,0.0,4.02,0.000000,0.0,68.52,0.000000
912795XM8,2006-01-12,4.315,2006-01-17,4.472,2006-01-19,97.818528,N/A,4.295,2006-07-20,0.0,4.28,0.000000,0.0,53.66,0.000000
912795WY3,2006-01-12,4.27,2006-01-17,4.377,2006-01-19,98.920639,N/A,4.245,2006-04-20,0.0,4.23,0.000000,0.0,37.58,0.000000
912795WP2,2006-01-17,3.95,2006-01-18,4.017,2006-01-19,99.692778,N/A,3.94,2006-02-16,0.0,3.89,0.000000,0.0,86.84,0.000000
912795XL0,2006-01-05,4.25,2006-01-09,4.404,2006-01-12,97.851389,N/A,4.23,2006-07-13,0.0,4.21,0.000000,0.0,29.00,0.000000
912795WX5,2006-01-05,4.15,2006-01-09,4.252,2006-01-12,98.950972,N/A,4.13,2006-04-13,0.0,4.11,0.000000,0.0,97.30,0.000000
912795WN7,2006-01-09,4.07,2006-01-10,4.14,2006-01-12,99.683444,N/A,4.05,2006-02-09,0.0,4.02,0.000000,0.0,10.09,0.000000
912795XK2,2005-12-29,4.265,2006-01-03,4.42,2006-01-05,97.843806,N/A,4.24,2006-07-06,0.0,4.215,0.000000,0.0,6.78,0.000000
912795WW7,2005-12-29,4.07,2006-01-03,4.169,2006-01-05,98.971194,N/A,4.05,2006-04-06,0.0,4.02,0.000000,0.0,62.32,0.000000
912795WM9,2006-01-03,3.965,2006-01-04,4.033,2006-01-05,99.691611,N/A,3.95,2006-02-02,0.0,3.91,0.000000,0.0,43.50,0.000000
912795TR2,2005-12-27,4.1,2005-12-29,4.164,2006-01-03,99.840556,N/A,4.02,2006-01-17,0.0,3.98,0.000000,0.0,54.17,0.000000
912795XJ5,2005-12-22,4.2,2005-12-27,4.351,2005-12-29,97.876667,N/A,4.18,2006-06-29,0.0,4.17,0.000000,0.0,61.10,0.000000
912795WV9,2005-12-22,3.905,2005-12-27,3.999,2005-12-29,99.012903,N/A,3.89,2006-03-30,0.0,3.87,0.000000,0.0,15.22,0.000000
912795WL1,2005-12-27,3.47,2005-12-28,3.528,2005-12-29,99.730111,N/A,3.43,2006-01-26,0.0,3.39,0.000000,0.0,35.82,0.000000
912795XH9,2005-12-15,4.22,2005-12-19,4.372,2005-12-22,97.866556,N/A,4.195,2006-06-22,0.0,4.17,0.000000,0.0,21.98,0.000000
912795WU1,2005-12-15,3.895,2005-12-19,3.988,2005-12-22,99.015431,N/A,3.87,2006-03-23,0.0,3.85,0.000000,0.0,82.47,0.000000
912795WK3,2005-12-19,3.495,2005-12-20,3.553,2005-12-22,99.728167,N/A,3.46,2006-01-19,0.0,3.4,0.000000,0.0,26.96,0.000000
912795XG1,2005-12-08,4.18,2005-12-12,4.33,2005-12-15,97.886778,N/A,4.15,2006-06-15,0.0,4.12,0.000000,0.0,98.02,0.000000
912795WT4,2005-12-08,3.82,2005-12-12,3.911,2005-12-15,99.034389,N/A,3.79,2006-03-16,0.0,3.77,0.000000,0.0,29.71,0.000000
912795WJ6,2005-12-12,3.57,2005-12-13,3.63,2005-12-15,99.722333,N/A,3.52,2006-01-12,0.0,3.45,0.000000,0.0,12.44,0.000000
912795XF3,2005-12-01,4.185,2005-12-05,4.335,2005-12-08,97.884250,N/A,4.175,2006-06-08,0.0,4.15,0.000000,0.0,90.48,0.000000
912795WS6,2005-12-01,3.93,2005-12-05,4.025,2005-12-08,99.006583,N/A,3.915,2006-03-09,0.0,3.89,0.000000,0.0,30.56,0.000000
912795WH0,2005-12-05,3.75,2005-12-06,3.813,2005-12-08,99.708333,N/A,3.715,2006-01-05,0.0,3.65,0.000000,0.0,91.35,0.000000
912795WE7,2005-12-06,4.08,2005-12-07,4.14,2005-12-08,99.920667,N/A,4.05,2005-12-15,0.0,4.03,0.000000,0.0,23.99,0.000000
912795WE7,2005-11-29,3.96,2005-11-30,4.021,2005-12-02,99.857000,N/A,3.95,2005-12-15,0.0,3.9,0.000000,0.0,83.01,0.000000
912795XE6,2005-11-23,4.155,2005-11-28,4.303,2005-12-01,97.899417,N/A,4.14,2006-06-01,0.0,4.12,0.000000,0.0,22.94,0.000000
912795WR8,2005-11-23,3.9,2005-11-28,3.994,2005-12-01,99.014167,N/A,3.885,2006-03-02,0.0,3.87,0.000000,0.0,28.49,0.000000
912795WG2,2005-11-28,3.92,2005-11-29,3.987,2005-12-01,99.695111,N/A,3.88,2005-12-29,0.0,3.85,0.000000,0.0,12.57,0.000000
912795WE7,2005-11-28,3.98,2005-11-29,4.042,2005-12-01,99.845222,N/A,3.96,2005-12-15,0.0,3.93,0.000000,0.0,24.69,0.000000
912795XD8,2005-11-17,4.155,2005-11-21,4.303,2005-11-25,97.910958,N/A,4.145,2006-05-25,0.0,4.135,0.000000,0.0,99.41,0.000000
912795WQ0,2005-11-17,3.94,2005-11-21,4.034,2005-11-25,99.015000,N/A,3.93,2006-02-23,0.0,3.92,0.000000,0.0,42.10,0.000000
912795WF4,2005-11-21,3.875,2005-11-22,3.94,2005-11-25,99.709375,N/A,3.86,2005-12-22,0.0,3.83,0.000000,0.0,75.60,0.000000
912795XC0,2005-11-10,4.195,2005-11-14,4.345,2005-11-17,97.879194,N/A,4.18,2006-05-18,0.0,4.17,0.000000,0.0,23.23,0.000000
912795WP2,2005-11-10,3.91,2005-11-14,4.004,2005-11-17,99.011639,N/A,3.9,2006-02-16,0.0,3.87,0.000000,0.0,85.73,0.000000
912795WE7,2005-11-14,3.93,2005-11-15,3.997,2005-11-17,99.694333,N/A,3.91,2005-12-15,0.0,3.9,0.000000,0.0,55.72,0.000000
912795XB2,2005-11-03,4.155,2005-11-07,4.303,2005-11-10,97.899417,N/A,4.14,2006-05-11,0.0,4.125,0.000000,0.0,85.68,0.000000
912795WN7,2005-11-03,3.87,2005-11-07,3.963,2005-11-10,99.021750,N/A,3.86,2006-02-09,0.0,3.85,0.000000,0.0,72.86,0.000000
912795WD9,2005-11-07,3.82,2005-11-08,3.885,2005-11-10,99.702889,N/A,3.78,2005-12-08,0.0,3.75,0.000000,0.0,76.88,0.000000
912795VZ1,2005-11-04,3.85,2005-11-07,3.904,2005-11-09,99.989306,N/A,3.82,2005-11-10,0.0,3.75,0.000000,0.0,96.61,0.000000
912795XA4,2005-10-27,4.125,2005-10-31,4.271,2005-11-03,97.914583,N/A,4.105,2006-05-04,0.0,4.09,0.000000,0.0,39.80,0.000000
912795WM9,2005-10-27,3.89,2005-10-31,3.983,2005-11-03,99.016694,N/A,3.87,2006-02-02,0.0,3.85,0.000000,0.0,26.25,0.000000
912795WC1,2005-10-31,3.725,2005-11-01,3.788,2005-11-03,99.710278,N/A,3.71,2005-12-01,0.0,3.7,0.000000,0.0,8.42,0.000000
912795WZ0,2005-10-20,4.065,2005-10-24,4.208,2005-10-27,97.944917,N/A,4.05,2006-04-27,0.0,4.03,0.000000,0.0,62.08,0.000000
912795WL1,2005-10-20,3.85,2005-10-24,3.942,2005-10-27,99.026806,N/A,3.825,2006-01-26,0.0,3.8,0.000000,0.0,26.48,0.000000
912795WB3,2005-10-24,3.635,2005-10-25,3.696,2005-10-27,99.707181,N/A,3.61,2005-11-25,0.0,3.58,0.000000,0.0,95.00,0.000000
912795WY3,2005-10-13,4.015,2005-10-17,4.155,2005-10-20,97.970194,N/A,3.995,2006-04-20,0.0,3.97,0.000000,0.0,68.62,0.000000
912795WK3,2005-10-13,3.785,2005-10-17,3.875,2005-10-20,99.043236,N/A,3.77,2006-01-19,0.0,3.74,0.000000,0.0,70.65,0.000000
912795WA5,2005-10-17,3.52,2005-10-18,3.579,2005-10-20,99.726222,N/A,3.5,2005-11-17,0.0,3.48,0.000000,0.0,67.94,0.000000
912795WX5,2005-10-06,3.95,2005-10-11,4.086,2005-10-13,98.003056,N/A,3.92,2006-04-13,0.0,3.89,0.000000,0.0,75.11,0.000000
912795WJ6,2005-10-06,3.63,2005-10-11,3.714,2005-10-13,99.082417,N/A,3.6,2006-01-12,0.0,3.58,0.000000,0.0,17.94,0.000000
912795VZ1,2005-10-11,3.46,2005-10-12,3.518,2005-10-13,99.730889,N/A,3.45,2005-11-10,0.0,3.43,0.000000,0.0,90.06,0.000000
912795WW7,2005-09-29,3.87,2005-10-03,4.002,2005-10-06,98.043500,N/A,3.84,2006-04-06,0.0,3.81,0.000000,0.0,5.66,0.000000
912795WH0,2005-09-29,3.525,2005-10-03,3.606,2005-10-06,99.108958,N/A,3.505,2006-01-05,0.0,3.49,0.000000,0.0,78.06,0.000000
912795VY4,2005-10-03,3.295,2005-10-04,3.349,2005-10-06,99.743722,N/A,3.28,2005-11-03,0.0,3.25,0.000000,0.0,90.01,0.000000
912795TQ4,2005-10-03,3.5,2005-10-05,3.552,2005-10-06,99.893056,N/A,3.49,2005-10-17,0.0,3.42,0.000000,0.0,38.09,0.000000
912795WV9,2005-09-22,3.745,2005-09-26,3.87,2005-09-29,98.106694,N/A,3.72,2006-03-30,0.0,3.7,0.000000,0.0,21.03,0.000000
912795WG2,2005-09-22,3.44,2005-09-26,3.518,2005-09-29,99.130444,N/A,3.415,2005-12-29,0.0,3.4,0.000000,0.0,68.13,0.000000
912795VX6,2005-09-26,3.15,2005-09-27,3.202,2005-09-29,99.755000,N/A,3.13,2005-10-27,0.0,3.1,0.000000,0.0,17.34,0.000000
912795WU1,2005-09-15,3.715,2005-09-19,3.839,2005-09-22,98.121861,N/A,3.69,2006-03-23,0.0,3.67,0.000000,0.0,60.92,0.000000
912795WF4,2005-09-15,3.495,2005-09-19,3.575,2005-09-22,99.116542,N/A,3.475,2005-12-22,0.0,3.41,0.000000,0.0,87.48,0.000000
912795VW8,2005-09-19,3.21,2005-09-20,3.263,2005-09-22,99.750333,N/A,3.19,2005-10-20,0.0,3.17,0.000000,0.0,38.25,0.000000
912795WT4,2005-09-08,3.67,2005-09-12,3.791,2005-09-15,98.144611,N/A,3.655,2006-03-16,0.0,3.64,0.000000,0.0,44.30,0.000000
912795WE7,2005-09-08,3.45,2005-09-12,3.529,2005-09-15,99.127917,N/A,3.44,2005-12-15,0.0,3.43,0.000000,0.0,82.56,0.000000
912795VV0,2005-09-12,3.23,2005-09-13,3.283,2005-09-15,99.748778,N/A,3.21,2005-10-13,0.0,3.18,0.000000,0.0,51.98,0.000000
912795WS6,2005-09-01,3.57,2005-09-06,3.686,2005-09-08,98.195167,N/A,3.56,2006-03-09,0.0,3.545,0.000000,0.0,66.74,0.000000
912795WD9,2005-09-01,3.435,2005-09-06,3.513,2005-09-08,99.131708,N/A,3.42,2005-12-08,0.0,3.41,0.000000,0.0,81.25,0.000000
912795VU2,2005-09-06,3.245,2005-09-07,3.298,2005-09-08,99.747611,N/A,3.23,2005-10-06,0.0,3.2,0.000000,0.0,47.95,0.000000
912795TP6,2005-09-06,3.45,2005-09-06,3.5,2005-09-08,99.942500,N/A,3.43,2005-09-14,0.0,3.42,0.000000,0.0,25.63,0.000000
912795VR9,2005-08-30,3.47,2005-08-31,3.523,2005-09-02,99.874694,N/A,3.46,2005-09-15,0.0,3.44,0.000000,0.0,83.29,0.000000
912795WR8,2005-08-25,3.705,2005-08-29,3.828,2005-09-01,98.126917,N/A,3.69,2006-03-02,0.0,3.65,0.000000,0.0,41.67,0.000000
912795WC1,2005-08-25,3.495,2005-08-29,3.575,2005-09-01,99.116542,N/A,3.475,2005-12-01,0.0,3.45,0.000000,0.0,31.83,0.000000
912795VT5,2005-08-29,3.395,2005-08-30,3.451,2005-09-01,99.735944,N/A,3.38,2005-09-29,0.0,3.36,0.000000,0.0,22.55,0.000000
912795VR9,2005-08-29,3.47,2005-08-30,3.523,2005-09-01,99.865056,N/A,3.445,2005-09-15,0.0,3.42,0.000000,0.0,32.04,0.000000
912795WQ0,2005-08-18,3.69,2005-08-22,3.812,2005-08-25,98.134500,N/A,3.68,2006-02-23,0.0,3.66,0.000000,0.0,55.02,0.000000
912795WB3,2005-08-18,3.46,2005-08-22,3.539,2005-08-25,99.115778,N/A,3.45,2005-11-25,0.0,3.44,0.000000,0.0,58.30,0.000000
912795VS7,2005-08-22,3.275,2005-08-23,3.329,2005-08-25,99.745278,N/A,3.265,2005-09-22,0.0,3.2,0.000000,0.0,47.66,0.000000
912795WP2,2005-08-11,3.705,2005-08-15,3.828,2005-08-18,98.126917,N/A,3.69,2006-02-16,0.0,2.68,0.000000,0.0,0.70,0.000000
912795WA5,2005-08-11,3.47,2005-08-15,3.549,2005-08-18,99.122861,N/A,3.46,2005-11-17,0.0,3.45,0.000000,0.0,33.23,0.000000
912795VR9,2005-08-15,3.26,2005-08-16,3.314,2005-08-18,99.746444,N/A,3.255,2005-09-15,0.0,3.23,0.000000,0.0,99.81,0.000000
912795WN7,2005-08-04,3.68,2005-08-08,3.802,2005-08-11,98.139556,N/A,3.66,2006-02-09,0.0,3.64,0.000000,0.0,12.09,0.000000
912795VZ1,2005-08-04,3.46,2005-08-08,3.539,2005-08-11,99.125389,N/A,3.45,2005-11-10,0.0,3.43,0.000000,0.0,81.80,0.000000
912795VQ1,2005-08-08,3.33,2005-08-09,3.385,2005-08-11,99.741000,N/A,3.32,2005-09-08,0.0,3.3,0.000000,0.0,59.94,0.000000
912795WM9,2005-07-28,3.6,2005-08-01,3.718,2005-08-04,98.180000,N/A,3.59,2006-02-02,0.0,3.58,0.000000,0.0,96.92,0.000000
912795VY4,2005-07-28,3.4,2005-08-01,3.477,2005-08-04,99.140556,N/A,3.39,2005-11-03,0.0,3.38,0.000000,0.0,50.06,0.000000
912795VP3,2005-08-01,3.285,2005-08-02,3.339,2005-08-04,99.744500,N/A,3.275,2005-09-01,0.0,3.27,0.000000,0.0,1.00,0.000000
912795WL1,2005-07-21,3.54,2005-07-25,3.655,2005-07-28,98.210333,N/A,3.535,2006-01-26,0.0,3.5,0.000000,0.0,97.83,0.000000
912795VX6,2005-07-21,3.345,2005-07-25,3.42,2005-07-28,99.154458,N/A,3.335,2005-10-27,0.0,3.3,0.000000,0.0,53.94,0.000000
912795VN8,2005-07-25,3.19,2005-07-26,3.242,2005-07-28,99.751889,N/A,3.18,2005-08-25,0.0,3.15,0.000000,0.0,55.18,0.000000
912795WK3,2005-07-14,3.42,2005-07-18,3.529,2005-07-21,98.271000,N/A,3.405,2006-01-19,0.0,3.38,0.000000,0.0,15.98,0.000000
912795VW8,2005-07-14,3.22,2005-07-18,3.292,2005-07-21,99.186056,N/A,3.205,2005-10-20,0.0,3.17,0.000000,0.0,25.70,0.000000
912795VM0,2005-07-18,3.065,2005-07-19,3.115,2005-07-21,99.761611,N/A,3.05,2005-08-18,0.0,3.02,0.000000,0.0,88.47,0.000000
912795WJ6,2005-07-07,3.355,2005-07-11,3.46,2005-07-14,98.303861,N/A,3.345,2006-01-12,0.0,3.32,0.000000,0.0,30.59,0.000000
912795VV0,2005-07-07,3.135,2005-07-11,3.204,2005-07-14,99.207542,N/A,3.13,2005-10-13,0.0,3.1,0.000000,0.0,58.46,0.000000
912795VL2,2005-07-11,2.96,2005-07-12,3.008,2005-07-14,99.769778,N/A,2.95,2005-08-11,0.0,2.92,0.000000,0.0,62.27,0.000000
912795WH0,2005-06-30,3.325,2005-07-05,3.429,2005-07-07,98.319028,N/A,3.31,2006-01-05,0.0,3.29,0.000000,0.0,85.33,0.000000
912795VU2,2005-06-30,3.145,2005-07-05,3.214,2005-07-07,99.205014,N/A,3.135,2005-10-06,0.0,3.1,0.000000,0.0,5.06,0.000000
